2199,370125000000000,      -0.0004,      -0.0001,      -0.0001,-2267799.4111, 5009331.0724, 3220984.5484, 30.528441627,114.356976894, 26.8160,  588.781,  0.000337,  0.000226,  0.000447,  0.000265,  1.484250,  1.270797,  0.766859,8,-1,7,0
2199,370126000000000,      -0.0004,       0.0016,       0.0009,-2267799.4111, 5009331.0741, 3220984.5494, 30.528441628,114.356976887, 26.8178,  312.157,  0.001531,  0.000818,  0.001457,  0.000819,  1.021401,  0.862514,  0.547109,8,26,7,10
2199,370127000000000,      -0.0006,       0.0021,       0.0002,-2267799.4113, 5009331.0746, 3220984.5487, 30.528441620,114.356976886, 26.8179,  262.084,  0.001258,  0.000672,  0.001197,  0.000652,  1.013418,  0.859484,  0.536939,8,26,7,11
2199,370128000000000,      -0.0006,       0.0016,       0.0013,-2267799.4113, 5009331.0742, 3220984.5498, 30.528441630,114.356976888, 26.8182,  501.796,  0.001091,  0.000582,  0.001038,  0.000565,  1.013324,  0.859376,  0.536935,8,26,7,11
2199,370129000000000,       0.0007,       0.0007,       0.0007,-2267799.4100, 5009331.0732, 3220984.5492, 30.528441632,114.356976880, 26.8166,  533.252,  0.001206,  0.000644,  0.001147,  0.000625,  1.013231,  0.859268,  0.536931,8,26,7,11
2199,370130000000000,       0.0006,       0.0007,       0.0002,-2267799.4102, 5009331.0732, 3220984.5487, 30.528441628,114.356976882, 26.8164, 1280.250,  0.000658,  0.000351,  0.000626,  0.000341,  1.013137,  0.859159,  0.536927,8,44,7,11
2199,370131000000000,       0.0000,       0.0003,      -0.0008,-2267799.4107, 5009331.0729, 3220984.5477, 30.528441620,114.356976888, 26.8158,  614.819,  0.000793,  0.000424,  0.000755,  0.000411,  1.013043,  0.859051,  0.536923,8,26,7,11
2199,370132000000000,       0.0006,      -0.0003,      -0.0009,-2267799.4101, 5009331.0722, 3220984.5476, 30.528441623,114.356976886, 26.8151,  579.282,  0.000988,  0.000528,  0.000940,  0.000512,  1.012949,  0.858943,  0.536919,8,26,7,11
2199,370133000000000,       0.0006,      -0.0020,      -0.0009,-2267799.4101, 5009331.0705, 3220984.5476, 30.528441631,114.356976893, 26.8137,  375.704,  0.001372,  0.000733,  0.001305,  0.000711,  1.012854,  0.858834,  0.536915,8,26,7,11
2199,370134000000000,       0.0003,      -0.0001,      -0.0011,-2267799.4105, 5009331.0724, 3220984.5474, 30.528441621,114.356976888, 26.8153,  788.027,  0.000943,  0.000504,  0.000896,  0.000488,  1.012760,  0.858726,  0.536911,8,26,7,11
2199,370135000000000,       0.0006,      -0.0015,      -0.0009,-2267799.4101, 5009331.0711, 3220984.5476, 30.528441628,114.356976890, 26.8142,  325.673,  0.001489,  0.000795,  0.001415,  0.000771,  1.012666,  0.858617,  0.536907,8,26,7,11
2199,370136000000000,      -0.0003,      -0.0002,      -0.0001,-2267799.4110, 5009331.0724, 3220984.5484, 30.528441627,114.356976894, 26.8159,  420.474,  0.001297,  0.000693,  0.001233,  0.000672,  1.012572,  0.858508,  0.536904,8,26,7,11
2199,370137000000000,       0.0006,       0.0009,      -0.0002,-2267799.4101, 5009331.0735, 3220984.5483, 30.528441624,114.356976880, 26.8164,  254.975,  0.001614,  0.000862,  0.001535,  0.000836,  1.012478,  0.858399,  0.536900,8,26,7,11
2199,370138000000000,      -0.0003,      -0.0006,      -0.0005,-2267799.4110, 5009331.0719, 3220984.5480, 30.528441626,114.356976896, 26.8153,  250.965,  0.001269,  0.000678,  0.001206,  0.000657,  1.012383,  0.858290,  0.536896,8,26,7,11
2199,370139000000000,       0.0004,       0.0001,       0.0004,-2267799.4103, 5009331.0726, 3220984.5489, 30.528441631,114.356976885, 26.8161,  360.812,  0.001475,  0.000788,  0.001402,  0.000763,  1.012289,  0.858182,  0.536892,8,26,7,11
2199,370140000000000,      -0.0005,       0.0008,       0.0007,-2267799.4112, 5009331.0733, 3220984.5492, 30.528441630,114.356976892, 26.8172,  477.949,  0.001140,  0.000609,  0.001084,  0.000590,  1.012194,  0.858072,  0.536888,8,26,7,11
2199,370141000000000,       0.0002,      -0.0005,       0.0002,-2267799.4106, 5009331.0720, 3220984.5487, 30.528441632,114.356976891, 26.8156,  320.362,  0.001436,  0.000767,  0.001365,  0.000743,  1.012100,  0.857963,  0.536884,8,26,7,11
