2199,370125000000000,       0.0450,       0.0059,      -0.0346,-2267799.3657, 5009331.0785, 3220984.5139,  0.024069
2199,370126000000000,       0.0284,      -0.0109,      -0.0451,-2267799.3824, 5009331.0617, 3220984.5034,  0.030044
2199,370127000000000,      -0.0019,       0.0169,       0.0795,-2267799.4126, 5009331.0894, 3220984.6280,  0.232616
2199,370128000000000,       0.0324,      -0.0075,      -0.0383,-2267799.3783, 5009331.0651, 3220984.5102,  0.031845
2199,370129000000000,       0.0285,      -0.0092,      -0.0036,-2267799.3822, 5009331.0633, 3220984.5449,  0.086380
2199,370130000000000,       0.0349,      -0.0145,      -0.0227,-2267799.3758, 5009331.0581, 3220984.5258,  0.050841
2199,370131000000000,       0.0363,      -0.0112,      -0.0514,-2267799.3744, 5009331.0613, 3220984.4971,  0.044340
2199,370132000000000,       0.0346,       0.0000,      -0.0343,-2267799.3761, 5009331.0726, 3220984.5142,  0.035549
2199,370133000000000,       0.0335,      -0.0054,      -0.0285,-2267799.3772, 5009331.0672, 3220984.5200,  0.035059
2199,370134000000000,       0.0254,       0.0144,       0.0023,-2267799.3853, 5009331.0869, 3220984.5508,  0.067003
2199,370135000000000,       0.0265,       0.0187,      -0.0195,-2267799.3842, 5009331.0912, 3220984.5290,  0.032178
2199,370136000000000,       0.0299,       0.0112,      -0.0164,-2267799.3808, 5009331.0837, 3220984.5321,  0.030129
2199,370137000000000,       0.0383,      -0.0044,      -0.0435,-2267799.3724, 5009331.0681, 3220984.5050,  0.052123
2199,370138000000000,       0.0433,      -0.0153,      -0.0811,-2267799.3674, 5009331.0572, 3220984.4674,  0.131174
2199,370139000000000,       0.0292,      -0.0002,      -0.0014,-2267799.3815, 5009331.0723, 3220984.5471,  0.041558
2199,370140000000000,       0.0287,      -0.0082,       0.0277,-2267799.3820, 5009331.0644, 3220984.5762,  0.096950
2199,370141000000000,       0.0340,      -0.0124,       0.0284,-2267799.3768, 5009331.0601, 3220984.5769,  0.090367
2199,370142000000000,       0.0319,      -0.0061,       0.0279,-2267799.3788, 5009331.0664, 3220984.5764,  0.074576
2199,370143000000000,       0.0300,      -0.0111,       0.0054,-2267799.3807, 5009331.0614, 3220984.5539,  0.039155
2199,370144000000000,       0.0312,      -0.0020,      -0.0135,-2267799.3796, 5009331.0705, 3220984.5351,  0.040847
2199,370145000000000,       0.0253,      -0.0007,      -0.0210,-2267799.3854, 5009331.0719, 3220984.5275,  0.050633
2199,370146000000000,       0.0299,      -0.0182,      -0.0204,-2267799.3809, 5009331.0544, 3220984.5281,  0.039618
2199,370147000000000,       0.0304,      -0.0188,      -0.0265,-2267799.3803, 5009331.0537, 3220984.5220,  0.036970
2199,370148000000000,       0.0313,      -0.0296,      -0.0164,-2267799.3795, 5009331.0430, 3220984.5321,  0.037233
2199,370149000000000,       0.0329,      -0.0442,      -0.0151,-2267799.3778, 5009331.0284, 3220984.5334,  0.033414
2199,370150000000000,       0.0331,      -0.0451,      -0.0139,-2267799.3776, 5009331.0274, 3220984.5346,  0.032265
2199,370151000000000,       0.0297,      -0.0360,      -0.0136,-2267799.3810, 5009331.0365, 3220984.5349,  0.029769
2199,370152000000000,       0.0328,      -0.0346,      -0.0115,-2267799.3779, 5009331.0379, 3220984.5370,  0.029407
2199,370153000000000,       0.0280,      -0.0219,      -0.0062,-2267799.3827, 5009331.0506, 3220984.5423,  0.030191
2199,370154000000000,       0.0275,      -0.0181,      -0.0055,-2267799.3833, 5009331.0544, 3220984.5430,  0.031507
2199,370155000000000,       0.0292,      -0.0121,       0.0023,-2267799.3815, 5009331.0605, 3220984.5508,  0.032718
2199,370156000000000,       0.0219,       0.0127,       0.0134,-2267799.3888, 5009331.0853, 3220984.5619,  0.033350
2199,370157000000000,       0.0184,       0.0134,       0.0123,-2267799.3923, 5009331.0860, 3220984.5608,  0.032830
2199,370158000000000,       0.0222,       0.0169,       0.0116,-2267799.3885, 5009331.0894, 3220984.5601,  0.038503
2199,370159000000000,       0.0189,       0.0193,       0.0138,-2267799.3918, 5009331.0918, 3220984.5623,  0.041156
2199,370160000000000,       0.0209,       0.0243,       0.0165,-2267799.3899, 5009331.0969, 3220984.5650,  0.043869
2199,370161000000000,       0.0213,       0.0159,       0.0096,-2267799.3895, 5009331.0884, 3220984.5581,  0.043648
2199,370162000000000,       0.0230,       0.0042,       0.0006,-2267799.3877, 5009331.0768, 3220984.5491,  0.044458
2199,370163000000000,       0.0339,      -0.0135,      -0.0031,-2267799.3768, 5009331.0591, 3220984.5454,  0.047146
2199,370164000000000,       0.0341,      -0.0156,      -0.0035,-2267799.3766, 5009331.0569, 3220984.5450,  0.044626
2199,370165000000000,       0.0356,      -0.0148,      -0.0027,-2267799.3751, 5009331.0577, 3220984.5458,  0.044986
2199,370166000000000,       0.0315,       0.0048,       0.0070,-2267799.3793, 5009331.0773, 3220984.5555,  0.047300
2199,370167000000000,       0.0353,      -0.0020,       0.0040,-2267799.3754, 5009331.0706, 3220984.5525,  0.048863
2199,370168000000000,       0.0338,       0.0080,       0.0062,-2267799.3769, 5009331.0805, 3220984.5547,  0.048202
2199,370169000000000,       0.0413,      -0.0142,      -0.0014,-2267799.3694, 5009331.0584, 3220984.5471,  0.048699
2199,370170000000000,       0.0368,       0.0007,       0.0024,-2267799.3739, 5009331.0732, 3220984.5509,  0.047968
2199,370171000000000,       0.0318,       0.0052,       0.0042,-2267799.3789, 5009331.0777, 3220984.5527,  0.046991
2199,370172000000000,       0.0262,       0.0043,       0.0045,-2267799.3845, 5009331.0768, 3220984.5530,  0.046875
2199,370173000000000,       0.0277,      -0.0065,       0.0002,-2267799.3831, 5009331.0660, 3220984.5487,  0.045137
2199,370174000000000,       0.0257,       0.0032,       0.0044,-2267799.3850, 5009331.0757, 3220984.5529,  0.045838
2199,370175000000000,       0.0244,       0.0089,       0.0081,-2267799.3864, 5009331.0815, 3220984.5566,  0.046505
2199,370176000000000,       0.0210,       0.0241,       0.0134,-2267799.3897, 5009331.0966, 3220984.5619,  0.048481
2199,370177000000000,       0.0128,       0.0321,       0.0158,-2267799.3979, 5009331.1046, 3220984.5643,  0.046408
2199,370178000000000,       0.0126,      -0.6228,      -0.2468,-2267799.3981, 5009330.4498, 3220984.3017,  0.420642
2199,370179000000000,       0.0126,      -0.8835,      -0.3532,-2267799.3982, 5009330.1891, 3220984.1953,  0.593503
2199,370180000000000,       0.0074,      -0.3858,      -0.1462,-2267799.4033, 5009330.6867, 3220984.4023,  0.280068
2199,370181000000000,       0.0064,      -0.2582,      -0.1001,-2267799.4043, 5009330.8143, 3220984.4484,  0.203043
2199,370182000000000,       0.0048,      -0.2240,      -0.0738,-2267799.4060, 5009330.8485, 3220984.4747,  0.189042
2199,370183000000000,       0.0107,      -0.1405,      -0.0815,-2267799.4001, 5009330.9320, 3220984.4670,  0.148660
2199,370184000000000,       0.0271,      -0.3671,      -0.2385,-2267799.3836, 5009330.7055, 3220984.3100,  0.324669
2199,370185000000000,      -0.0047,      -0.2679,      -0.0530,-2267799.4154, 5009330.8047, 3220984.4955,  0.223957
2199,370186000000000,       0.0089,      -0.2916,      -0.0883,-2267799.4018, 5009330.7809, 3220984.4602,  0.208209
2199,370187000000000,       0.0108,      -0.2093,      -0.0479,-2267799.3999, 5009330.8632, 3220984.5006,  0.164585
2199,370188000000000,      -0.0059,      -0.1061,       0.0430,-2267799.4166, 5009330.9664, 3220984.5915,  0.179642
2199,370189000000000,       0.0072,      -0.0279,       0.0177,-2267799.4035, 5009331.0446, 3220984.5662,  0.066250
2199,370190000000000,       0.0194,      -0.0160,      -0.0059,-2267799.3914, 5009331.0566, 3220984.5426,  0.054514
2199,370191000000000,       0.0224,      -0.0087,      -0.0245,-2267799.3884, 5009331.0639, 3220984.5240,  0.081708
2199,370192000000000,       0.0279,      -0.0142,      -0.0368,-2267799.3829, 5009331.0584, 3220984.5117,  0.101590
2199,370193000000000,       0.0186,      -0.0071,      -0.0188,-2267799.3921, 5009331.0654, 3220984.5297,  0.043556
2199,370194000000000,       0.0125,      -0.0779,      -0.0043,-2267799.3983, 5009330.9946, 3220984.5442,  0.099276
2199,370195000000000,       0.0055,       0.0023,       0.0268,-2267799.4052, 5009331.0749, 3220984.5753,  0.075937
2199,370196000000000,       0.0056,      -0.0227,       0.0205,-2267799.4051, 5009331.0498, 3220984.5690,  0.083270
2199,370197000000000,       0.0098,      -0.2123,      -0.0970,-2267799.4010, 5009330.8602, 3220984.4515,  0.161141
2199,370198000000000,       0.0100,      -0.2506,      -0.1388,-2267799.4007, 5009330.8220, 3220984.4097,  0.200674
2199,370199000000000,       0.0110,      -0.2380,      -0.1438,-2267799.3997, 5009330.8346, 3220984.4047,  0.203861
2199,370200000000000,       0.0073,      -0.1831,      -0.1372,-2267799.4034, 5009330.8894, 3220984.4113,  0.189764
2199,370201000000000,       0.0051,      -0.1760,      -0.1066,-2267799.4056, 5009330.8966, 3220984.4419,  0.158242
2199,370202000000000,       0.0001,      -0.2767,      -0.0965,-2267799.4106, 5009330.7958, 3220984.4520,  0.211853
2199,370203000000000,       0.0008,      -0.2739,      -0.0891,-2267799.4099, 5009330.7987, 3220984.4594,  0.252870
2199,370204000000000,       0.0014,      -0.2838,      -0.0995,-2267799.4094, 5009330.7887, 3220984.4490,  0.245091
2199,370205000000000,       0.0073,      -0.1831,      -0.0824,-2267799.4034, 5009330.8895, 3220984.4661,  0.157978
2199,370206000000000,       0.0030,      -0.1556,      -0.1167,-2267799.4077, 5009330.9169, 3220984.4318,  0.170912
2199,370207000000000,       0.0095,      -0.2550,      -0.1371,-2267799.4012, 5009330.8175, 3220984.4114,  0.186713
2199,370208000000000,       0.0149,      -0.2494,      -0.1441,-2267799.3958, 5009330.8231, 3220984.4044,  0.193325
2199,370209000000000,       0.0127,      -0.2510,      -0.1453,-2267799.3980, 5009330.8215, 3220984.4032,  0.192887
2199,370210000000000,       0.0102,      -0.2733,      -0.1457,-2267799.4005, 5009330.7992, 3220984.4028,  0.186984
2199,370211000000000,       0.0156,      -0.2132,      -0.1497,-2267799.3951, 5009330.8594, 3220984.3988,  0.210228
2199,370212000000000,       0.0093,      -0.2611,      -0.1482,-2267799.4014, 5009330.8114, 3220984.4003,  0.193243
2199,370213000000000,       0.0067,      -0.2271,      -0.1052,-2267799.4040, 5009330.8454, 3220984.4433,  0.140020
2199,370214000000000,       0.0023,      -0.2482,      -0.1175,-2267799.4084, 5009330.8244, 3220984.4310,  0.153325
2199,370215000000000,       0.0043,      -0.2418,      -0.1050,-2267799.4064, 5009330.8308, 3220984.4435,  0.145165
2199,370216000000000,       0.0105,      -0.2305,      -0.1078,-2267799.4002, 5009330.8420, 3220984.4407,  0.141387
2199,370217000000000,       0.0099,      -0.2675,      -0.1157,-2267799.4008, 5009330.8050, 3220984.4328,  0.161037
2199,370218000000000,       0.0145,      -0.3285,      -0.1389,-2267799.3962, 5009330.7441, 3220984.4096,  0.186055
2199,370219000000000,       0.0074,      -0.2329,      -0.1093,-2267799.4033, 5009330.8396, 3220984.4392,  0.134628
2199,370220000000000,       0.0028,      -0.2153,      -0.0961,-2267799.4079, 5009330.8573, 3220984.4524,  0.129184
2199,370221000000000,       0.0011,      -0.1826,      -0.0875,-2267799.4096, 5009330.8900, 3220984.4610,  0.117416
2199,370222000000000,      -0.0001,      -0.1840,      -0.0869,-2267799.4108, 5009330.8885, 3220984.4616,  0.118755
2199,370223000000000,       0.0049,      -0.1769,      -0.0827,-2267799.4058, 5009330.8957, 3220984.4658,  0.109337
2199,370224000000000,       0.0035,      -0.1473,      -0.0738,-2267799.4072, 5009330.9252, 3220984.4747,  0.098214
2199,370225000000000,       0.0045,      -0.1230,      -0.0593,-2267799.4063, 5009330.9496, 3220984.4892,  0.087243
2199,370226000000000,      -0.0012,      -0.0961,      -0.0441,-2267799.4119, 5009330.9764, 3220984.5045,  0.081758
2199,370227000000000,       0.0083,      -0.1584,      -0.0646,-2267799.4025, 5009330.9142, 3220984.4839,  0.093038
2199,370228000000000,       0.0059,      -0.1489,      -0.0651,-2267799.4048, 5009330.9236, 3220984.4834,  0.092425
2199,370229000000000,       0.0078,      -0.1318,      -0.0556,-2267799.4029, 5009330.9408, 3220984.4929,  0.084265
2199,370230000000000,       0.0113,      -0.1151,      -0.0489,-2267799.3994, 5009330.9574, 3220984.4996,  0.074561
2199,370231000000000,       0.0136,      -0.1449,      -0.0622,-2267799.3971, 5009330.9276, 3220984.4863,  0.083195
2199,370232000000000,       0.0102,      -0.1073,      -0.0458,-2267799.4006, 5009330.9652, 3220984.5027,  0.075468
2199,370233000000000,       0.0125,      -0.1324,      -0.0535,-2267799.3982, 5009330.9402, 3220984.4951,  0.080329
2199,370234000000000,       0.0113,      -0.1444,      -0.0553,-2267799.3994, 5009330.9282, 3220984.4932,  0.083061
2199,370235000000000,       0.0165,      -0.2004,      -0.0781,-2267799.3942, 5009330.8721, 3220984.4704,  0.101894
2199,370236000000000,       0.0181,      -0.1945,      -0.0757,-2267799.3926, 5009330.8781, 3220984.4729,  0.095971
2199,370237000000000,       0.0163,      -0.1820,      -0.0733,-2267799.3944, 5009330.8905, 3220984.4752,  0.090431
2199,370238000000000,       0.0124,      -0.1758,      -0.0712,-2267799.3983, 5009330.8968, 3220984.4773,  0.095886
2199,370239000000000,       0.0130,      -0.1595,      -0.0673,-2267799.3977, 5009330.9131, 3220984.4812,  0.091896
2199,370240000000000,       0.0103,      -0.1456,      -0.0627,-2267799.4004, 5009330.9269, 3220984.4858,  0.086537
2199,370241000000000,       0.0163,      -0.1442,      -0.0642,-2267799.3944, 5009330.9284, 3220984.4843,  0.085243
2199,370242000000000,       0.0128,      -0.1704,      -0.0739,-2267799.3979, 5009330.9022, 3220984.4746,  0.095060
2199,370243000000000,       0.0078,      -0.1584,      -0.0700,-2267799.4029, 5009330.9142, 3220984.4786,  0.091417
2199,370244000000000,       0.0049,      -0.1438,      -0.0660,-2267799.4058, 5009330.9288, 3220984.4825,  0.090357
2199,370245000000000,       0.0035,      -0.1208,      -0.0579,-2267799.4072, 5009330.9517, 3220984.4906,  0.081573
2199,370246000000000,       0.0036,      -0.0913,      -0.0441,-2267799.4071, 5009330.9812, 3220984.5044,  0.068786
2199,370247000000000,       0.0007,      -0.0869,      -0.0417,-2267799.4100, 5009330.9856, 3220984.5068,  0.069116
2199,370248000000000,       0.0021,      -0.0813,      -0.0387,-2267799.4086, 5009330.9912, 3220984.5098,  0.070382
2199,370249000000000,       0.0070,      -0.0745,      -0.0320,-2267799.4037, 5009330.9980, 3220984.5165,  0.061926
2199,370250000000000,       0.0037,      -0.0287,      -0.0146,-2267799.4070, 5009331.0438, 3220984.5339,  0.052174
2199,370251000000000,       0.0041,      -0.0276,      -0.0160,-2267799.4067, 5009331.0450, 3220984.5325,  0.053163
2199,370252000000000,      -0.0065,      -0.0245,      -0.0114,-2267799.4172, 5009331.0480, 3220984.5371,  0.052783
2199,370253000000000,      -0.0054,      -0.0256,      -0.0076,-2267799.4161, 5009331.0469, 3220984.5409,  0.050608
2199,370254000000000,      -0.0059,      -0.0173,      -0.0046,-2267799.4166, 5009331.0553, 3220984.5439,  0.050835
2199,370255000000000,      -0.0064,      -0.0228,      -0.0085,-2267799.4171, 5009331.0497, 3220984.5400,  0.048459
2199,370256000000000,      -0.0066,      -0.0327,      -0.0162,-2267799.4173, 5009331.0399, 3220984.5323,  0.048889
2199,370257000000000,      -0.0039,      -0.0174,      -0.0092,-2267799.4146, 5009331.0552, 3220984.5393,  0.045006
2199,370258000000000,      -0.0030,      -0.0083,      -0.0058,-2267799.4137, 5009331.0642, 3220984.5427,  0.044953
2199,370259000000000,      -0.0010,       0.0037,      -0.0043,-2267799.4117, 5009331.0763, 3220984.5442,  0.046756
2199,370260000000000,      -0.0020,       0.0060,      -0.0042,-2267799.4127, 5009331.0786, 3220984.5443,  0.048390
2199,370261000000000,       0.0018,      -0.0022,      -0.0079,-2267799.4089, 5009331.0703, 3220984.5406,  0.044793
2199,370262000000000,       0.0063,      -0.0116,      -0.0115,-2267799.4045, 5009331.0609, 3220984.5370,  0.047096
2199,370263000000000,       0.0020,      -0.0263,      -0.0188,-2267799.4088, 5009331.0462, 3220984.5297,  0.049281
2199,370264000000000,       0.0037,      -0.0442,      -0.0091,-2267799.4070, 5009331.0283, 3220984.5394,  0.045256
2199,370265000000000,       0.0012,      -0.0371,      -0.0010,-2267799.4095, 5009331.0355, 3220984.5475,  0.043877
2199,370266000000000,       0.0048,      -0.0231,       0.0059,-2267799.4059, 5009331.0494, 3220984.5544,  0.042717
2199,370267000000000,       0.0000,      -0.0331,      -0.0012,-2267799.4107, 5009331.0395, 3220984.5473,  0.043213
2199,370268000000000,       0.0011,      -0.0359,      -0.0027,-2267799.4096, 5009331.0367, 3220984.5458,  0.043418
2199,370269000000000,       0.0082,      -0.0296,      -0.0042,-2267799.4025, 5009331.0429, 3220984.5443,  0.043297
