25,28,2259,271762000000000,      -5.1503,     -18.1777,      24.8973,-2267809.6766, 5009324.1947, 3221016.7605, 30.528701219,114.357103894, 41.4285,   93.979,  0.002827,  0.001584,  0.003154,  0.003332,  1.716935,  1.178502,  1.248599,1,24,7,6
26,29,2259,271763000000000,      -5.1548,     -18.1749,      24.9012,-2267809.6811, 5009324.1975, 3221016.7644, 30.528701229,114.357103924, 41.4343,   88.165,  0.002915,  0.001633,  0.003252,  0.003435,  1.716848,  1.178434,  1.248543,1,24,7,6
27,30,2259,271764000000000,      -5.1535,     -18.1748,      24.9006,-2267809.6798, 5009324.1975, 3221016.7638, 30.528701227,114.357103912, 41.4335,   45.066,  0.004505,  0.002525,  0.005026,  0.005309,  1.716760,  1.178366,  1.248486,1,24,7,6
28,31,2259,271765000000000,      -5.1525,     -18.1812,      24.8957,-2267809.6788, 5009324.1911, 3221016.7589, 30.528701217,114.357103930, 41.4257,   48.762,  0.004266,  0.002391,  0.004759,  0.005027,  1.716672,  1.178297,  1.248430,1,24,7,6
29,32,2259,271766000000000,      -5.1551,     -18.1724,      24.8998,-2267809.6814, 5009324.1999, 3221016.7630, 30.528701208,114.357103917, 41.4356,   83.029,  0.003031,  0.001699,  0.003381,  0.003571,  1.716583,  1.178228,  1.248374,1,24,7,6
30,33,2259,271767000000000,      -5.1541,     -18.1724,      24.9046,-2267809.6804, 5009324.1999, 3221016.7678, 30.528701246,114.357103907, 41.4377,   52.658,  0.004004,  0.002245,  0.004466,  0.004718,  1.716495,  1.178159,  1.248317,1,24,7,6
31,34,2259,271768000000000,      -5.1525,     -18.1791,      24.8983,-2267809.6788, 5009324.1933, 3221016.7615, 30.528701228,114.357103921, 41.4287,   40.256,  0.004716,  0.002645,  0.005260,  0.005556,  1.716406,  1.178090,  1.248261,1,24,7,6
32,35,2259,271769000000000,      -5.1526,     -18.1754,      24.9000,-2267809.6789, 5009324.1969, 3221016.7633, 30.528701226,114.357103906, 41.4325,   67.190,  0.003289,  0.001844,  0.003667,  0.003874,  1.716318,  1.178020,  1.248204,1,24,7,6
33,36,2259,271770000000000,      -5.1525,     -18.1764,      24.9019,-2267809.6788, 5009324.1959, 3221016.7651, 30.528701245,114.357103909, 41.4326,   50.037,  0.004045,  0.002269,  0.004510,  0.004765,  1.716229,  1.177951,  1.248148,1,24,7,6
34,37,2259,271771000000000,      -5.1536,     -18.1705,      24.9043,-2267809.6799, 5009324.2019, 3221016.7676, 30.528701237,114.357103894, 41.4389,   71.692,  0.003090,  0.001734,  0.003445,  0.003640,  1.716140,  1.177881,  1.248091,1,24,7,6
35,38,2259,271772000000000,      -5.1508,     -18.1812,      24.8966,-2267809.6772, 5009324.1912, 3221016.7598, 30.528701227,114.357103914, 41.4256,   54.940,  0.003612,  0.002027,  0.004026,  0.004254,  1.716051,  1.177811,  1.248035,1,24,7,6
36,39,2259,271773000000000,      -5.1517,     -18.1749,      24.9035,-2267809.6780, 5009324.1974, 3221016.7667, 30.528701253,114.357103895, 41.4343,   74.011,  0.002841,  0.001595,  0.003167,  0.003346,  1.715961,  1.177740,  1.247979,1,24,7,6
37,40,2259,271774000000000,      -5.1494,     -18.1830,      24.8960,-2267809.6757, 5009324.1894, 3221016.7592, 30.528701233,114.357103908, 41.4234,   56.010,  0.003423,  0.001921,  0.003815,  0.004031,  1.715872,  1.177670,  1.247922,1,24,7,6
38,41,2259,271775000000000,      -5.1527,     -18.1750,      24.9035,-2267809.6790, 5009324.1973, 3221016.7667, 30.528701251,114.357103905, 41.4346,   80.363,  0.002426,  0.001362,  0.002704,  0.002857,  1.715782,  1.177599,  1.247866,1,24,7,6
39,45,2259,271781000000000,      -5.1550,     -18.1753,      24.8992,-2267809.6814, 5009324.1971, 3221016.7624, 30.528701215,114.357103929, 41.4330,   41.854,  0.004150,  0.002332,  0.004622,  0.004885,  1.715241,  1.177170,  1.247527,1,24,7,6
40,46,2259,271782000000000,      -5.1567,     -18.1761,      24.9021,-2267809.6830, 5009324.1963, 3221016.7653, 30.528701237,114.357103947, 41.4344,   61.359,  0.003058,  0.001719,  0.003406,  0.003600,  1.715151,  1.177098,  1.247470,1,24,7,6
41,47,2259,271783000000000,      -5.1525,     -18.1848,      24.8901,-2267809.6789, 5009324.1875, 3221016.7533, 30.528701188,114.357103946, 41.4200,   32.536,  0.005122,  0.002879,  0.005704,  0.006029,  1.715060,  1.177026,  1.247414,1,24,7,6
42,48,2259,271784000000000,      -5.1495,     -18.1815,      24.8990,-2267809.6758, 5009324.1908, 3221016.7622, 30.528701249,114.357103903, 41.4261,   40.475,  0.004317,  0.002426,  0.004807,  0.005080,  1.714969,  1.176953,  1.247357,1,24,7,6
43,49,2259,271785000000000,      -5.1501,     -18.1754,      24.9063,-2267809.6764, 5009324.1969, 3221016.7695, 30.528701279,114.357103882, 41.4348,   62.933,  0.002856,  0.001606,  0.003180,  0.003361,  1.714878,  1.176880,  1.247300,1,24,7,6
44,50,2259,271786000000000,      -5.1492,     -18.1805,      24.9020,-2267809.6755, 5009324.1918, 3221016.7652, 30.528701270,114.357103895, 41.4283,   60.219,  0.003021,  0.001698,  0.003363,  0.003555,  1.714786,  1.176807,  1.247244,1,24,7,6
45,51,2259,271787000000000,      -5.1489,     -18.1815,      24.8975,-2267809.6752, 5009324.1908, 3221016.7608, 30.528701239,114.357103897, 41.4251,   71.680,  0.002360,  0.001327,  0.002627,  0.002777,  1.714695,  1.176734,  1.247187,1,24,7,6
46,52,2259,271788000000000,      -5.1521,     -18.1820,      24.8961,-2267809.6784, 5009324.1903, 3221016.7593, 30.528701224,114.357103930, 41.4251,   53.416,  0.003382,  0.001902,  0.003764,  0.003979,  1.714603,  1.176661,  1.247131,1,24,7,6
47,53,2259,271789000000000,      -5.1528,     -18.1792,      24.8948,-2267809.6791, 5009324.1931, 3221016.7580, 30.528701201,114.357103925, 41.4269,   34.401,  0.004828,  0.002716,  0.005374,  0.005681,  1.714512,  1.176587,  1.247074,1,24,7,6
48,54,2259,271790000000000,      -5.1516,     -18.1782,      24.8994,-2267809.6779, 5009324.1942, 3221016.7626, 30.528701235,114.357103908, 41.4296,   52.291,  0.003617,  0.002035,  0.004026,  0.004256,  1.714420,  1.176513,  1.247018,1,24,7,6
49,55,2259,271791000000000,      -5.1518,     -18.1772,      24.8988,-2267809.6781, 5009324.1951, 3221016.7621, 30.528701226,114.357103906, 41.4302,   68.368,  0.002717,  0.001529,  0.003023,  0.003196,  1.714328,  1.176439,  1.246961,1,24,7,6
50,56,2259,271792000000000,      -5.1533,     -18.1747,      24.9084,-2267809.6796, 5009324.1976, 3221016.7717, 30.528701287,114.357103910, 41.4376,   45.736,  0.004134,  0.002327,  0.004600,  0.004863,  1.714236,  1.176365,  1.246904,1,24,7,6
51,57,2259,271793000000000,      -5.1530,     -18.1762,      24.9020,-2267809.6793, 5009324.1961, 3221016.7652, 30.528701244,114.357103913, 41.4330,   56.318,  0.003442,  0.001938,  0.003830,  0.004049,  1.714143,  1.176290,  1.246848,1,24,7,6
52,58,2259,271794000000000,      -5.1502,     -18.1755,      24.9026,-2267809.6765, 5009324.1968, 3221016.7658, 30.528701251,114.357103884, 41.4329,   86.439,  0.002349,  0.001322,  0.002613,  0.002763,  1.714051,  1.176215,  1.246791,1,24,7,6
53,59,2259,271795000000000,      -5.1499,     -18.1806,      24.9003,-2267809.6762, 5009324.1917, 3221016.7635, 30.528701255,114.357103902, 41.4276,   65.772,  0.003109,  0.001750,  0.003458,  0.003656,  1.713958,  1.176140,  1.246734,1,24,7,6
54,60,2259,271796000000000,      -5.1475,     -18.1827,      24.8961,-2267809.6738, 5009324.1896, 3221016.7593, 30.528701236,114.357103889, 41.4229,   48.624,  0.003917,  0.002206,  0.004357,  0.004607,  1.713865,  1.176065,  1.246678,1,24,7,6
55,61,2259,271797000000000,      -5.1495,     -18.1822,      24.8954,-2267809.6758, 5009324.1901, 3221016.7586, 30.528701224,114.357103906, 41.4237,   48.225,  0.003840,  0.002163,  0.004271,  0.004516,  1.713773,  1.175990,  1.246621,1,24,7,6
56,62,2259,271798000000000,      -5.1535,     -18.1796,      24.8997,-2267809.6798, 5009324.1928, 3221016.7629, 30.528701239,114.357103933, 41.4294,   41.929,  0.004308,  0.002427,  0.004791,  0.005066,  1.713680,  1.175914,  1.246565,1,24,7,6
57,63,2259,271799000000000,      -5.1493,     -18.1846,      24.8914,-2267809.6756, 5009324.1878, 3221016.7546, 30.528701204,114.357103914, 41.4198,   36.124,  0.004431,  0.002492,  0.004826,  0.004988,  1.664350,  1.125763,  1.225854,1,24,7,7
58,64,2259,271800000000000,      -5.1479,     -18.1804,      24.8984,-2267809.6742, 5009324.1920, 3221016.7616, 30.528701243,114.357103883, 41.4261,   73.019,  0.002885,  0.001623,  0.003141,  0.003247,  1.664265,  1.125694,  1.225803,1,24,7,7
59,65,2259,271801000000000,      -5.1511,     -18.1754,      24.9032,-2267809.6774, 5009324.1970, 3221016.7664, 30.528701253,114.357103891, 41.4336,   99.342,  0.002841,  0.001599,  0.003094,  0.003198,  1.664181,  1.125625,  1.225751,1,24,7,7
60,66,2259,271802000000000,      -5.1494,     -18.1828,      24.8928,-2267809.6757, 5009324.1896, 3221016.7560, 30.528701207,114.357103908, 41.4219,  122.638,  0.002492,  0.001402,  0.002713,  0.002805,  1.664096,  1.125556,  1.225700,1,24,7,7
61,70,2259,271807000000000,      -5.1521,     -18.1839,      24.8920,-2267809.6784, 5009324.1885, 3221016.7553, 30.528701200,114.357103938, 41.4216,   29.192,  0.005365,  0.003021,  0.005839,  0.006036,  1.663671,  1.125206,  1.225444,1,24,7,7
62,71,2259,271808000000000,      -5.1518,     -18.1786,      24.8954,-2267809.6781, 5009324.1938, 3221016.7586, 30.528701205,114.357103912, 41.4274,   33.081,  0.004488,  0.002528,  0.004885,  0.005050,  1.663586,  1.125136,  1.225393,1,24,7,7
63,72,2259,271809000000000,      -5.1534,     -18.1735,      24.9019,-2267809.6797, 5009324.1988, 3221016.7651, 30.528701231,114.357103905, 41.4352,   38.991,  0.003520,  0.001983,  0.003831,  0.003961,  1.663500,  1.125066,  1.225341,1,24,7,7
64,73,2259,271810000000000,      -5.1554,     -18.1791,      24.8965,-2267809.6817, 5009324.1933, 3221016.7597, 30.528701209,114.357103948, 41.4288,   41.560,  0.004154,  0.002341,  0.004520,  0.004674,  1.663415,  1.124995,  1.225290,1,24,7,7
65,74,2259,271811000000000,      -5.1491,     -18.1848,      24.8897,-2267809.6754, 5009324.1876, 3221016.7529, 30.528701192,114.357103913, 41.4187,   36.434,  0.004682,  0.002638,  0.005094,  0.005267,  1.663329,  1.124924,  1.225239,1,24,7,7
66,75,2259,271812000000000,      -5.1525,     -18.1735,      24.9048,-2267809.6788, 5009324.1989, 3221016.7680, 30.528701255,114.357103897, 41.4364,   68.137,  0.002780,  0.001567,  0.003024,  0.003127,  1.663243,  1.124853,  1.225187,1,24,7,7
67,76,2259,271813000000000,      -5.1490,     -18.1808,      24.8997,-2267809.6753, 5009324.1915, 3221016.7629, 30.528701253,114.357103895, 41.4268,   64.104,  0.003062,  0.001726,  0.003330,  0.003444,  1.663157,  1.124781,  1.225136,1,24,7,7
68,77,2259,271814000000000,      -5.1496,     -18.1783,      24.9017,-2267809.6759, 5009324.1941, 3221016.7649, 30.528701257,114.357103890, 41.4301,  101.487,  0.002185,  0.001232,  0.002376,  0.002457,  1.663071,  1.124710,  1.225085,1,24,7,7
69,78,2259,271815000000000,      -5.1503,     -18.1756,      24.9055,-2267809.6766, 5009324.1967, 3221016.7687, 30.528701274,114.357103885, 41.4343,   37.219,  0.004790,  0.002701,  0.005209,  0.005387,  1.662985,  1.124638,  1.225034,1,24,7,7
70,79,2259,271816000000000,      -5.1536,     -18.1715,      24.9047,-2267809.6800, 5009324.2008, 3221016.7679, 30.528701244,114.357103899, 41.4383,   81.234,  0.002706,  0.001526,  0.002943,  0.003043,  1.662899,  1.124566,  1.224982,1,24,7,7
71,80,2259,271817000000000,      -5.1520,     -18.1786,      24.9001,-2267809.6783, 5009324.1938, 3221016.7634, 30.528701241,114.357103914, 41.4299,   71.981,  0.003185,  0.001796,  0.003463,  0.003581,  1.662812,  1.124494,  1.224931,1,24,7,7
72,81,2259,271818000000000,      -5.1505,     -18.1831,      24.8983,-2267809.6768, 5009324.1892, 3221016.7615, 30.528701249,114.357103919, 41.4248,   67.058,  0.003469,  0.001957,  0.003772,  0.003901,  1.662725,  1.124422,  1.224880,1,24,7,7
73,82,2259,271819000000000,      -5.1525,     -18.1780,      24.8989,-2267809.6788, 5009324.1944, 3221016.7621, 30.528701228,114.357103916, 41.4298,   67.633,  0.003368,  0.001900,  0.003662,  0.003787,  1.662639,  1.124350,  1.224829,1,24,7,7
74,83,2259,271820000000000,      -5.1513,     -18.1772,      24.8987,-2267809.6776, 5009324.1952, 3221016.7619, 30.528701226,114.357103902, 41.4300,   45.921,  0.004374,  0.002468,  0.004755,  0.004918,  1.662552,  1.124277,  1.224777,1,24,7,7
75,84,2259,271821000000000,      -5.1521,     -18.1764,      24.8988,-2267809.6784, 5009324.1960, 3221016.7620, 30.528701221,114.357103906, 41.4309,   63.880,  0.003553,  0.002005,  0.003862,  0.003995,  1.662465,  1.124204,  1.224726,1,24,7,7
76,85,2259,271822000000000,      -5.1517,     -18.1807,      24.9007,-2267809.6780, 5009324.1916, 3221016.7639, 30.528701255,114.357103920, 41.4283,   78.837,  0.003008,  0.001698,  0.003269,  0.003382,  1.662378,  1.124131,  1.224675,1,24,7,7
77,86,2259,271823000000000,      -5.1513,     -18.1780,      24.8989,-2267809.6776, 5009324.1944, 3221016.7621, 30.528701230,114.357103904, 41.4294,   83.141,  0.002905,  0.001640,  0.003157,  0.003265,  1.662291,  1.124058,  1.224624,1,24,7,7
78,87,2259,271824000000000,      -5.1485,     -18.1799,      24.9016,-2267809.6748, 5009324.1925, 3221016.7649, 30.528701265,114.357103886, 41.4284,  107.919,  0.002395,  0.001352,  0.002603,  0.002692,  1.662203,  1.123985,  1.224572,1,24,7,7
79,88,2259,271825000000000,      -5.1513,     -18.1763,      24.9009,-2267809.6776, 5009324.1961, 3221016.7641, 30.528701239,114.357103897, 41.4318,   50.671,  0.003978,  0.002246,  0.004322,  0.004471,  1.662116,  1.123912,  1.224521,1,24,7,7
80,89,2259,271826000000000,      -5.1512,     -18.1755,      24.9006,-2267809.6775, 5009324.1969, 3221016.7638, 30.528701233,114.357103893, 41.4322,   92.115,  0.002579,  0.001457,  0.002802,  0.002899,  1.662028,  1.123838,  1.224470,1,24,7,7
81,90,2259,271827000000000,      -5.1504,     -18.1802,      24.8966,-2267809.6768, 5009324.1921, 3221016.7598, 30.528701224,114.357103906, 41.4262,   49.822,  0.004049,  0.002287,  0.004398,  0.004550,  1.661941,  1.123764,  1.224419,1,24,7,7
82,91,2259,271828000000000,      -5.1462,     -18.1846,      24.8928,-2267809.6726, 5009324.1878, 3221016.7560, 30.528701220,114.357103885, 41.4193,   43.982,  0.004331,  0.002447,  0.004705,  0.004867,  1.661853,  1.123690,  1.224367,1,24,7,7
83,92,2259,271829000000000,      -5.1492,     -18.1827,      24.8970,-2267809.6755, 5009324.1897, 3221016.7602, 30.528701239,114.357103905, 41.4241,   59.662,  0.003618,  0.002044,  0.003930,  0.004066,  1.661765,  1.123616,  1.224316,1,24,7,7
84,93,2259,271830000000000,      -5.1498,     -18.1827,      24.8931,-2267809.6761, 5009324.1897, 3221016.7564, 30.528701208,114.357103910, 41.4223,   65.701,  0.003409,  0.001926,  0.003702,  0.003830,  1.661677,  1.123541,  1.224265,1,24,7,7
85,94,2259,271831000000000,      -5.1493,     -18.1836,      24.8957,-2267809.6756, 5009324.1888, 3221016.7590, 30.528701233,114.357103910, 41.4228,   47.397,  0.004247,  0.002400,  0.004612,  0.004771,  1.661589,  1.123467,  1.224214,1,24,7,7
86,98,2259,271837000000000,      -5.1537,     -18.1736,      24.9069,-2267809.6800, 5009324.1987, 3221016.7701, 30.528701270,114.357103909, 41.4378,   75.682,  0.002956,  0.001672,  0.003208,  0.003319,  1.661057,  1.123015,  1.223907,1,24,7,7
87,99,2259,271838000000000,      -5.1472,     -18.1828,      24.8997,-2267809.6736, 5009324.1896, 3221016.7629, 30.528701264,114.357103887, 41.4246,   70.188,  0.003144,  0.001779,  0.003412,  0.003531,  1.660968,  1.122939,  1.223855,1,24,7,7
88,100,2259,271839000000000,      -5.1499,     -18.1779,      24.9017,-2267809.6762, 5009324.1944, 3221016.7649, 30.528701255,114.357103891, 41.4304,   71.742,  0.002988,  0.001691,  0.003242,  0.003355,  1.660879,  1.122863,  1.223804,1,24,7,7
89,101,2259,271840000000000,      -5.1506,     -18.1782,      24.8956,-2267809.6769, 5009324.1941, 3221016.7588, 30.528701207,114.357103899, 41.4273,   68.283,  0.003238,  0.001833,  0.003514,  0.003636,  1.660789,  1.122787,  1.223753,1,24,7,7
90,102,2259,271841000000000,      -5.1512,     -18.1792,      24.8980,-2267809.6775, 5009324.1932, 3221016.7613, 30.528701229,114.357103909, 41.4280,   60.782,  0.003552,  0.002010,  0.003854,  0.003988,  1.660700,  1.122710,  1.223702,1,24,7,7
91,103,2259,271842000000000,      -5.1511,     -18.1712,      24.9045,-2267809.6774, 5009324.2011, 3221016.7677, 30.528701246,114.357103874, 41.4375,   90.299,  0.002557,  0.001448,  0.002774,  0.002871,  1.660610,  1.122634,  1.223651,1,24,7,7
92,104,2259,271843000000000,      -5.1506,     -18.1827,      24.8953,-2267809.6769, 5009324.1897, 3221016.7585, 30.528701223,114.357103918, 41.4236,   70.944,  0.002778,  0.001573,  0.003013,  0.003118,  1.660521,  1.122557,  1.223599,1,24,7,7
93,105,2259,271844000000000,      -5.1521,     -18.1731,      24.9061,-2267809.6784, 5009324.1992, 3221016.7693, 30.528701265,114.357103892, 41.4372,   64.747,  0.003028,  0.001714,  0.003284,  0.003398,  1.660431,  1.122480,  1.223548,1,24,7,7
94,106,2259,271845000000000,      -5.1508,     -18.1768,      24.9024,-2267809.6771, 5009324.1955, 3221016.7656, 30.528701254,114.357103895, 41.4319,   48.700,  0.003938,  0.002230,  0.004271,  0.004420,  1.660341,  1.122403,  1.223497,1,24,7,7
95,107,2259,271846000000000,      -5.1501,     -18.1837,      24.8895,-2267809.6764, 5009324.1886, 3221016.7527, 30.528701183,114.357103918, 41.4197,   36.266,  0.004569,  0.002592,  0.005058,  0.005355,  1.709041,  1.172044,  1.243839,1,24,7,6
96,108,2259,271847000000000,      -5.1526,     -18.1748,      24.9022,-2267809.6789, 5009324.1975, 3221016.7654, 30.528701241,114.357103904, 41.4340,   57.725,  0.003516,  0.001995,  0.003891,  0.004121,  1.708941,  1.171958,  1.243782,1,24,7,6
97,109,2259,271848000000000,      -5.1491,     -18.1786,      24.8972,-2267809.6754, 5009324.1937, 3221016.7605, 30.528701225,114.357103887, 41.4273,   57.472,  0.003380,  0.001918,  0.003741,  0.003961,  1.708841,  1.171872,  1.243725,1,24,7,6
98,110,2259,271849000000000,      -5.1521,     -18.1783,      24.8978,-2267809.6784, 5009324.1940, 3221016.7610, 30.528701222,114.357103914, 41.4289,   31.640,  0.005057,  0.002871,  0.005597,  0.005926,  1.708740,  1.171786,  1.243668,1,24,7,6
99,111,2259,271850000000000,      -5.1487,     -18.1826,      24.8946,-2267809.6750, 5009324.1898, 3221016.7578, 30.528701221,114.357103900, 41.4228,   30.341,  0.005244,  0.002977,  0.005803,  0.006145,  1.708640,  1.171700,  1.243612,1,24,7,6
100,112,2259,271851000000000,      -5.1531,     -18.1789,      24.8977,-2267809.6794, 5009324.1934, 3221016.7609, 30.528701222,114.357103926, 41.4287,   24.562,  0.005909,  0.003355,  0.006538,  0.006923,  1.708539,  1.171613,  1.243555,1,24,7,6
101,113,2259,271852000000000,      -5.1493,     -18.1824,      24.8926,-2267809.6756, 5009324.1899, 3221016.7559, 30.528701204,114.357103904, 41.4221,   48.768,  0.003749,  0.002129,  0.004147,  0.004392,  1.708438,  1.171527,  1.243498,1,24,7,6
102,114,2259,271853000000000,      -5.1514,     -18.1797,      24.8975,-2267809.6777, 5009324.1926, 3221016.7607, 30.528701227,114.357103913, 41.4274,   55.280,  0.003774,  0.002140,  0.004090,  0.004234,  1.659618,  1.121779,  1.223088,1,24,7,7
103,115,2259,271854000000000,      -5.1513,     -18.1778,      24.9005,-2267809.6776, 5009324.1945, 3221016.7637, 30.528701242,114.357103904, 41.4304,   68.798,  0.003141,  0.001781,  0.003404,  0.003523,  1.659527,  1.121700,  1.223037,1,24,7,7
104,116,2259,271855000000000,      -5.1501,     -18.1819,      24.8931,-2267809.6764, 5009324.1904, 3221016.7563, 30.528701204,114.357103910, 41.4230,   53.914,  0.003687,  0.002091,  0.003995,  0.004136,  1.659436,  1.121621,  1.222986,1,24,7,7
105,117,2259,271856000000000,      -5.1522,     -18.1785,      24.8959,-2267809.6785, 5009324.1938, 3221016.7591, 30.528701208,114.357103916, 41.4278,   48.274,  0.003919,  0.002223,  0.004246,  0.004395,  1.659345,  1.121542,  1.222934,1,24,7,7
106,118,2259,271857000000000,      -5.1539,     -18.1759,      24.8982,-2267809.6802, 5009324.1964, 3221016.7614, 30.528701211,114.357103920, 41.4316,   38.396,  0.004331,  0.002457,  0.004692,  0.004858,  1.659253,  1.121463,  1.222883,1,24,7,7
